protein1 protein2 experimental
511145.b3320 511145.b3986 945
511145.b3320 511145.b4173 929
511145.b3320 511145.b3980 800
511145.b3320 511145.b3936 932
511145.b3320 511145.b3983 999
511145.b3320 511145.b3985 999
511145.b3320 511145.b3981 800
511145.b3320 511145.b3339 999
511145.b3320 511145.b3988 815
511145.b3320 511145.b4200 945
511145.b3320 511145.b3464 920
511145.b3320 511145.b4550 999
511145.b3320 511145.b3341 945
511145.b3320 511145.b3321 945
511145.b3320 511145.b3636 945
511145.b3320 511145.b4203 945
511145.b3320 511145.b3340 992
511145.b3320 511145.b4234 809
511145.b3320 511145.b3590 843
511145.b3320 511145.b4147 990
511145.b3320 511145.b4202 945
511145.b3320 511145.b4375 848
511145.b3320 511145.b4506 926
511145.b3320 511145.b3707 800
511145.b3321 511145.b3590 944
511145.b3321 511145.b4147 990
511145.b3321 511145.b3340 945
511145.b3321 511145.b4202 999
511145.b3321 511145.b4375 800
511145.b3321 511145.b4506 926
511145.b3321 511145.b3707 800
511145.b3321 511145.b3981 800
511145.b3321 511145.b3339 999
511145.b3321 511145.b4550 999
511145.b3321 511145.b4200 999
511145.b3321 511145.b3988 825
511145.b3321 511145.b3341 999
511145.b3321 511145.b3636 945
511145.b3321 511145.b4203 945
511145.b3321 511145.b3984 945
511145.b3321 511145.b3986 945
511145.b3321 511145.b3983 999
511145.b3321 511145.b3936 926
511145.b3321 511145.b3980 800
511145.b3321 511145.b3985 999
511145.b3321 511145.b3649 807
511145.b3321 511145.b4161 832
511145.b3321 511145.b3556 811
511145.b3321 511145.b3982 907
511145.b3321 511145.b3637 945
511145.b3321 511145.b3703 945
511145.b3321 511145.b3342 999
511145.b3321 511145.b3987 845
511145.b3324 511145.b3325 802
511145.b3330 511145.b3331 950
511145.b3330 511145.b3332 940
511145.b3331 511145.b3332 802
511145.b3339 511145.b3703 999
511145.b3339 511145.b3342 999
511145.b3339 511145.b3980 907
511145.b3339 511145.b3985 999
511145.b3339 511145.b3636 999
511145.b3339 511145.b4202 999
511145.b3339 511145.b3637 999
511145.b3339 511145.b3984 981
511145.b3339 511145.b3936 999
511145.b3339 511145.b3983 999
511145.b3339 511145.b4203 999
511145.b3339 511145.b4200 999
511145.b3339 511145.b3341 999
511145.b3339 511145.b3340 785
511145.b3340 511145.b3341 945
511145.b3340 511145.b4200 943
511145.b3340 511145.b4203 992
511145.b3340 511145.b3984 992
511145.b3340 511145.b3986 944
511145.b3340 511145.b3983 992
511145.b3340 511145.b3936 985
511145.b3340 511145.b3637 934
511145.b3340 511145.b4202 934
511145.b3340 511145.b3636 992
511145.b3340 511145.b3985 945
511145.b3340 511145.b3342 995
511145.b3340 511145.b3703 986
511145.b3341 511145.b3984 947
511145.b3341 511145.b4391 960
511145.b3341 511145.b3986 975
511145.b3341 511145.b3985 999
511145.b3341 511145.b3980 800
511145.b3341 511145.b3983 999
511145.b3341 511145.b3936 926
511145.b3341 511145.b4161 825
511145.b3341 511145.b3649 807
511145.b3341 511145.b3982 806
511145.b3341 511145.b3556 808
511145.b3341 511145.b3637 945
511145.b3341 511145.b3987 811
511145.b3341 511145.b3703 945
511145.b3341 511145.b3342 975
511145.b3341 511145.b4147 990
511145.b3341 511145.b3590 946
511145.b3341 511145.b4375 809
511145.b3341 511145.b4202 945
511145.b3341 511145.b3707 800
511145.b3341 511145.b4506 926
511145.b3341 511145.b4475 715
511145.b3341 511145.b3981 800
511145.b3341 511145.b4200 945
511145.b3341 511145.b3988 815
511145.b3341 511145.b4550 999
511145.b3341 511145.b4203 945
511145.b3341 511145.b3636 945
511145.b3342 511145.b4550 999
511145.b3342 511145.b3988 800
511145.b3342 511145.b4200 945
511145.b3342 511145.b3636 945
511145.b3342 511145.b4203 945
511145.b3342 511145.b4475 733
511145.b3342 511145.b3981 800
511145.b3342 511145.b4202 945
511145.b3342 511145.b4375 800
511145.b3342 511145.b4506 926
511145.b3342 511145.b3707 800
511145.b3342 511145.b4147 990
511145.b3342 511145.b3590 944
511145.b3342 511145.b3637 945
511145.b3342 511145.b3703 945
511145.b3342 511145.b3987 800
511145.b3342 511145.b3649 800
511145.b3342 511145.b4161 910
511145.b3342 511145.b3556 800
511145.b3342 511145.b3982 800
511145.b3342 511145.b3986 945
511145.b3342 511145.b3983 999
511145.b3342 511145.b3936 926
511145.b3342 511145.b3980 800
511145.b3342 511145.b3985 999
511145.b3342 511145.b3984 945
511145.b3343 511145.b3345 994
511145.b3343 511145.b3344 994
511145.b3344 511145.b3345 960
511145.b3357 511145.b3987 987
511145.b3357 511145.b3649 975
511145.b3357 511145.b3934 787
511145.b3357 511145.b3988 975
511145.b3361 511145.b3362 827
511145.b3394 511145.b3395 715
511145.b3400 511145.b3936 800
511145.b3400 511145.b3703 885
511145.b3400 511145.b3637 890
511145.b3400 511145.b4203 814
511145.b3400 511145.b3636 885
511145.b3404 511145.b3405 943
511145.b3406 511145.b3649 906
511145.b3406 511145.b3987 969
511145.b3406 511145.b3988 970
511145.b3418 511145.b3686 846
511145.b3461 511145.b4143 845
511145.b3462 511145.b3613 947
511145.b3464 511145.b3983 850
511145.b3464 511145.b3985 886
511145.b3464 511145.b3703 800
511145.b3464 511145.b3637 800
511145.b3464 511145.b3636 800
511145.b3464 511145.b4203 800
511145.b3464 511145.b3981 800
511145.b3532 511145.b3533 924
511145.b3535 511145.b3536 811
511145.b3556 511145.b3703 800
511145.b3556 511145.b3637 800
511145.b3556 511145.b3936 800
511145.b3556 511145.b3636 800
511145.b3556 511145.b4203 800
511145.b3556 511145.b4200 800
511145.b3556 511145.b4202 800
511145.b3559 511145.b3560 966
511145.b3590 511145.b4202 800
511145.b3590 511145.b4203 809
511145.b3590 511145.b3636 800
511145.b3590 511145.b4200 809
511145.b3590 511145.b3983 806
511145.b3590 511145.b3936 800
511145.b3590 511145.b3703 800
511145.b3590 511145.b3637 807
511145.b3609 511145.b4034 900
511145.b3636 511145.b4550 999
511145.b3636 511145.b3988 800
511145.b3636 511145.b4200 945
511145.b3636 511145.b4203 945
511145.b3636 511145.b3981 800
511145.b3636 511145.b4202 945
511145.b3636 511145.b4375 886
511145.b3636 511145.b4506 926
511145.b3636 511145.b3707 800
511145.b3636 511145.b4234 900
511145.b3636 511145.b4147 988
511145.b3636 511145.b3637 945
511145.b3636 511145.b3703 945
511145.b3636 511145.b3987 812
511145.b3636 511145.b3649 800
511145.b3636 511145.b3982 800
511145.b3636 511145.b3986 945
511145.b3636 511145.b4173 934
511145.b3636 511145.b3936 932
511145.b3636 511145.b3983 999
511145.b3636 511145.b3980 800
511145.b3636 511145.b3985 999
511145.b3636 511145.b3984 975
511145.b3636 511145.b4391 960
511145.b3637 511145.b3984 945
511145.b3637 511145.b3986 945
511145.b3637 511145.b4173 885
511145.b3637 511145.b3985 999
511145.b3637 511145.b3983 999
511145.b3637 511145.b3936 932
511145.b3637 511145.b3980 800
511145.b3637 511145.b3649 800
511145.b3637 511145.b3982 807
511145.b3637 511145.b3703 945
511145.b3637 511145.b3987 800
511145.b3637 511145.b4147 988
511145.b3637 511145.b4234 802
511145.b3637 511145.b4375 800
511145.b3637 511145.b4202 946
511145.b3637 511145.b3707 800
511145.b3637 511145.b4506 926
511145.b3637 511145.b3981 800
511145.b3637 511145.b4550 999
511145.b3637 511145.b4200 945
511145.b3637 511145.b3988 800
511145.b3637 511145.b4203 987
511145.b3649 511145.b4396 800
511145.b3649 511145.b3703 800
511145.b3649 511145.b3987 994
511145.b3649 511145.b4062 800
511145.b3649 511145.b3982 881
511145.b3649 511145.b3936 800
511145.b3649 511145.b3983 800
511145.b3649 511145.b3985 800
511145.b3649 511145.b3986 807
511145.b3649 511145.b4203 800
511145.b3649 511145.b3988 999
511145.b3649 511145.b4200 800
511145.b3649 511145.b3783 800
511145.b3649 511145.b4202 800
511145.b3649 511145.b3842 800
511145.b3670 511145.b3671 988
511145.b3701 511145.b4259 849
511145.b3701 511145.b3863 802
511145.b3702 511145.b4052 954
511145.b3702 511145.b4000 851
511145.b3703 511145.b3987 800
511145.b3703 511145.b3982 800
511145.b3703 511145.b3980 800
511145.b3703 511145.b3983 999
511145.b3703 511145.b3936 932
511145.b3703 511145.b3985 999
511145.b3703 511145.b4173 885
511145.b3703 511145.b3986 934
511145.b3703 511145.b3984 945
511145.b3703 511145.b4203 945
511145.b3703 511145.b3988 800
511145.b3703 511145.b4200 945
511145.b3703 511145.b4550 999
511145.b3703 511145.b3981 800
511145.b3703 511145.b4506 926
511145.b3703 511145.b3707 800
511145.b3703 511145.b4202 945
511145.b3703 511145.b4375 800
511145.b3703 511145.b4234 800
511145.b3703 511145.b4147 975
511145.b3705 511145.b3737 905
511145.b3705 511145.b3981 800
511145.b3706 511145.b3983 729
511145.b3707 511145.b3985 800
511145.b3707 511145.b3936 800
511145.b3707 511145.b3983 800
511145.b3707 511145.b3986 800
511145.b3707 511145.b4202 800
511145.b3707 511145.b4203 800
511145.b3707 511145.b4200 800
511145.b3707 511145.b4550 800
511145.b3731 511145.b3732 994
511145.b3731 511145.b3738 945
511145.b3731 511145.b3737 987
511145.b3731 511145.b3734 996
511145.b3731 511145.b3735 965
511145.b3731 511145.b3733 995
511145.b3731 511145.b3736 926
511145.b3732 511145.b3736 966
511145.b3732 511145.b3735 988
511145.b3732 511145.b3733 995
511145.b3732 511145.b3734 999
511145.b3732 511145.b3738 975
511145.b3732 511145.b3737 945
511145.b3733 511145.b3738 945
511145.b3733 511145.b3737 993
511145.b3733 511145.b3734 999
511145.b3733 511145.b3735 988
511145.b3733 511145.b3736 926
511145.b3734 511145.b3735 988
511145.b3734 511145.b3736 994
511145.b3734 511145.b3738 989
511145.b3734 511145.b3737 990
511145.b3735 511145.b3738 991
511145.b3735 511145.b3737 988
511145.b3735 511145.b3736 994
511145.b3736 511145.b3738 997
511145.b3736 511145.b3737 982
511145.b3737 511145.b3738 997
511145.b3746 511145.b4131 999
511145.b3783 511145.b3987 903
511145.b3783 511145.b3988 900
511145.b3783 511145.b3982 984
511145.b3813 511145.b3987 852
511145.b3813 511145.b4170 958
511145.b3836 511145.b3838 955
511145.b3836 511145.b3839 847
511145.b3838 511145.b3839 999
511145.b3842 511145.b3988 922
511145.b3842 511145.b3987 904
511145.b3845 511145.b3846 778
511145.b3868 511145.b3869 858
511145.b3891 511145.b3894 847
511145.b3893 511145.b3894 723
511145.b3911 511145.b3912 952
511145.b3931 511145.b3932 999
511145.b3933 511145.b4520 769
511145.b3935 511145.b4059 958
511145.b3936 511145.b4550 975
511145.b3936 511145.b3988 800
511145.b3936 511145.b4200 926
511145.b3936 511145.b4203 962
511145.b3936 511145.b4234 800
511145.b3936 511145.b4147 977
511145.b3936 511145.b4375 800
511145.b3936 511145.b4202 926
511145.b3936 511145.b3982 800
511145.b3936 511145.b3987 800
511145.b3936 511145.b3984 926
511145.b3936 511145.b3986 920
511145.b3936 511145.b3985 999
511145.b3936 511145.b3983 985
511145.b3936 511145.b3980 800
511145.b3980 511145.b4200 800
511145.b3980 511145.b4203 800
511145.b3980 511145.b3983 800
511145.b3980 511145.b3984 850
511145.b3980 511145.b4202 800
511145.b3980 511145.b3985 800
511145.b3981 511145.b4203 800
511145.b3981 511145.b4200 800
511145.b3981 511145.b4202 800
511145.b3981 511145.b3985 800
511145.b3981 511145.b3983 800
511145.b3981 511145.b3984 800
511145.b3982 511145.b3985 800
511145.b3982 511145.b3983 800
511145.b3982 511145.b3987 910
511145.b3982 511145.b4202 800
511145.b3982 511145.b4200 811
511145.b3982 511145.b3988 928
511145.b3982 511145.b4203 800
511145.b3982 511145.b3986 809
511145.b3983 511145.b4200 999
511145.b3983 511145.b3988 815
511145.b3983 511145.b4550 999
511145.b3983 511145.b4203 999
511145.b3983 511145.b4202 999
511145.b3983 511145.b4375 844
511145.b3983 511145.b4506 800
511145.b3983 511145.b4234 800
511145.b3983 511145.b3987 933
511145.b3983 511145.b3986 975
511145.b3983 511145.b4173 969
511145.b3983 511145.b3985 999
511145.b3983 511145.b3984 946
511145.b3984 511145.b4147 990
511145.b3984 511145.b4202 945
511145.b3984 511145.b4203 971
511145.b3984 511145.b4550 975
511145.b3984 511145.b4200 945
511145.b3984 511145.b4391 960
511145.b3984 511145.b3985 999
511145.b3984 511145.b3986 936
511145.b3984 511145.b4173 800
511145.b3985 511145.b4200 999
511145.b3985 511145.b3988 800
511145.b3985 511145.b4550 999
511145.b3985 511145.b4203 999
511145.b3985 511145.b4234 800
511145.b3985 511145.b4375 800
511145.b3985 511145.b4202 999
511145.b3985 511145.b3987 819
511145.b3985 511145.b4173 800
511145.b3985 511145.b3986 987
511145.b3986 511145.b4202 970
511145.b3986 511145.b4375 917
511145.b3986 511145.b3988 800
511145.b3986 511145.b4200 945
511145.b3986 511145.b4203 975
511145.b3986 511145.b3987 805
511145.b3987 511145.b4202 800
511145.b3987 511145.b4396 800
511145.b3987 511145.b3988 999
511145.b3987 511145.b4200 809
511145.b3987 511145.b4203 800
511145.b3987 511145.b4062 900
511145.b3988 511145.b4396 800
511145.b3988 511145.b3995 707
511145.b3988 511145.b4062 800
511145.b3988 511145.b4200 800
511145.b3988 511145.b4203 807
511145.b3988 511145.b4202 800
511145.b3991 511145.b4407 743
511145.b3992 511145.b4407 980
511145.b4032 511145.b4033 999
511145.b4032 511145.b4035 991
511145.b4032 511145.b4034 999
511145.b4033 511145.b4035 999
511145.b4033 511145.b4034 999
511145.b4034 511145.b4035 999
511145.b4052 511145.b4361 999
511145.b4059 511145.b4259 999
511145.b4096 511145.b4098 720
511145.b4096 511145.b4100 720
511145.b4096 511145.b4099 720
511145.b4096 511145.b4101 720
511145.b4096 511145.b4097 832
511145.b4097 511145.b4101 999
511145.b4097 511145.b4099 959
511145.b4097 511145.b4098 965
511145.b4097 511145.b4100 912
511145.b4098 511145.b4101 999
511145.b4098 511145.b4099 906
511145.b4098 511145.b4100 906
511145.b4099 511145.b4100 906
511145.b4099 511145.b4101 999
511145.b4100 511145.b4101 999
511145.b4124 511145.b4125 802
511145.b4142 511145.b4143 999
511145.b4147 511145.b4202 981
511145.b4147 511145.b4155 900
511145.b4147 511145.b4200 981
511145.b4147 511145.b4203 981
511145.b4151 511145.b4152 980
511145.b4151 511145.b4154 961
511145.b4151 511145.b4153 980
511145.b4152 511145.b4154 994
511145.b4152 511145.b4153 980
511145.b4153 511145.b4154 999
511145.b4161 511145.b4200 819
511145.b4161 511145.b4202 819
511145.b4173 511145.b4203 886
511145.b4174 511145.b4175 970
511145.b4200 511145.b4203 971
511145.b4200 511145.b4550 999
511145.b4200 511145.b4506 926
511145.b4200 511145.b4375 800
511145.b4200 511145.b4202 995
511145.b4201 511145.b4362 851
511145.b4202 511145.b4550 999
511145.b4202 511145.b4203 945
511145.b4202 511145.b4375 800
511145.b4202 511145.b4506 926
511145.b4203 511145.b4550 999
511145.b4203 511145.b4234 800
511145.b4203 511145.b4375 897
511145.b4203 511145.b4506 926
511145.b4220 511145.b4221 855
511145.b4244 511145.b4245 999
511145.b4259 511145.b4372 999
511145.b4261 511145.b4262 972
511145.b4314 511145.b4315 900
511145.b4314 511145.b4316 962
511145.b4315 511145.b4317 908
511145.b4315 511145.b4316 914
511145.b4316 511145.b4318 999
511145.b4316 511145.b4319 999
511145.b4316 511145.b4320 999
511145.b4316 511145.b4317 999
511145.b4317 511145.b4320 983
511145.b4317 511145.b4319 802
511145.b4317 511145.b4318 908
511145.b4318 511145.b4320 922
511145.b4318 511145.b4319 923
511145.b4319 511145.b4320 916
511145.b4345 511145.b4346 995
511145.b4348 511145.b4349 986
511145.b4348 511145.b4350 845
511145.b4398 511145.b4399 760
511145.b4515 511145.b4602 800
